fips,slope,sand_pct,silt_pct,clay_pct,organic_matter_pct,pH_soil,awc_soil,cec_soil
26043,9.31,71.655,18.653,7.382,9.909,5.882,0.159,20.547
26045,5.07,58.01,27.483,14.507,9.121,6.361,0.178,23.61
26047,8.3,72.132,17.237,10.631,8.621,6.153,0.138,16.636
26049,5.11,64.119,22.72,13.161,7.419,6.504,0.16,18.158
26051,3.2,73.14,15.133,11.727,8.971,5.973,0.135,20.549
26055,11.07,74.765,16.02,9.215,5.509,5.99,0.129,14.068
26057,2.35,64.044,21.924,14.032,10.756,6.596,0.159,25.127
26059,9.05,55.361,28.045,16.593,10.84,6.337,0.167,27.479
26063,3.08,61.188,25.389,13.423,7.184,6.842,0.154,16.564
26065,5.99,57.456,26.762,13.154,12.582,6.462,0.183,25.732
26067,7.76,61.343,24.089,14.41,3.733,6.362,0.156,14.311
26069,7.27,72.347,14.803,12.85,10.487,5.948,0.138,23.655
26073,4.63,71.684,16.888,11.428,9.427,6.27,0.15,21.347
26075,7.44,59.346,27.793,12.861,10.335,6.336,0.163,22.277
26077,6.55,65.953,23.267,9.465,10.237,6.124,0.166,24.324
26081,8.15,66.209,21.393,11.424,7.94,6.279,0.162,20.278
26087,6.1,57.884,25.473,16.644,6.418,6.301,0.164,17.395
26089,11.67,68.992,20.038,10.97,5.11,6.421,0.13,15.428
26091,5.63,49.226,31.232,19.542,8.05,6.392,0.18,23.188
26093,6.82,62.886,24.27,12.844,8.117,6.496,0.157,20.704
26099,3.08,58.189,24.946,16.05,5.711,6.763,0.149,15.985
26105,9.88,76.183,13.452,10.365,6.584,5.909,0.124,14.018
26107,6.87,74.453,15.455,9.809,16.035,6.175,0.171,34.453
26109,6.1,65.747,21.661,8.843,17.449,6.186,0.188,32.4
26111,1.74,68.428,19.553,12.018,5.539,6.485,0.139,12.448
26113,6.76,74.115,14.773,11.112,15.571,5.783,0.143,35.39
26115,1.95,56.542,25.982,17.477,3.843,6.735,0.153,14.074
26117,5.82,67.821,20.261,10.418,11.755,6.154,0.175,26.432
26119,12.12,78.846,10.756,10.397,8.277,5.819,0.124,17.699
26121,10.5,68.924,19.075,12.001,7.659,5.855,0.148,27.123
26123,9.6,79.79,11.548,7.399,12.279,5.936,0.148,28.15
26125,4.99,61.928,23.511,13.797,6.224,6.632,0.15,15.9
26127,11.34,80.272,10.901,8.827,5.126,5.942,0.115,13.261
26129,10.41,71.162,16.781,12.057,7.979,5.998,0.135,14.636
26133,8.37,64.043,21.463,14.494,9.765,6.001,0.155,19.009
26137,11.27,80.77,10.651,8.58,9.118,5.645,0.124,21.826
26139,8.16,61.834,24.262,13.904,5.516,6.143,0.158,18.516
26141,6.21,71.572,17.986,10.442,8.474,6.315,0.136,18.86
26145,2.11,59.404,26.645,13.951,3.739,6.896,0.148,10.532
26147,2.42,54.692,27.476,17.832,6.315,6.399,0.167,18.237
26149,4.32,63.037,26.661,10.302,9.667,6.164,0.164,24.48
26151,5.51,61.667,24.549,13.783,8.322,6.335,0.163,18.868
26155,4.53,61.523,25.216,13.261,6.343,6.479,0.16,15.771
26157,3.05,56.907,27.0,16.093,12.627,6.813,0.185,29.262
26159,5.02,70.706,18.577,8.57,13.036,6.025,0.168,29.613
26161,5.76,55.832,26.992,17.176,7.739,6.502,0.168,22.848
26163,1.27,63.529,23.063,12.667,5.291,7.245,0.144,15.05
27001,4.35,53.592,36.992,9.415,20.314,5.862,0.23,40.299
27003,5.32,67.709,23.819,8.472,11.394,6.123,0.164,27.083
27005,7.31,51.573,30.841,17.586,7.377,6.707,0.173,24.377
27007,4.09,58.964,31.611,9.425,18.707,6.441,0.204,38.571
27009,4.76,69.569,22.738,7.694,7.623,5.923,0.154,17.721
27011,3.78,31.089,43.396,25.514,5.113,7.303,0.189,23.079
27013,5.06,34.363,40.967,24.67,6.995,6.663,0.199,27.528
27015,6.09,45.526,33.812,20.662,5.876,6.982,0.185,22.78
27017,5.4,43.446,42.246,14.309,22.137,5.77,0.247,38.661
27019,7.48,46.49,33.32,20.19,5.973,6.555,0.184,23.12
27021,5.72,68.374,24.055,7.572,9.487,5.91,0.166,21.728
27023,4.39,31.822,44.684,23.494,4.852,7.242,0.19,20.576
27025,6.26,62.265,28.164,9.571,7.144,6.008,0.161,21.901
27027,4.56,43.282,35.402,21.316,7.992,7.396,0.18,27.146
27029,7.02,60.09,29.445,10.465,14.391,6.597,0.182,33.114
27033,4.89,36.68,38.235,25.085,5.673,6.984,0.19,23.747
27035,7.3,70.59,21.024,8.386,17.614,5.58,0.197,24.409
27037,8.88,44.355,39.837,15.808,5.398,6.46,0.18,21.122
27039,8.49,20.787,57.909,21.304,4.296,6.413,0.207,20.724
27041,6.16,46.718,35.01,18.272,10.458,7.003,0.19,27.293
27043,4.31,30.691,42.14,27.169,8.066,6.748,0.201,29.747
27045,12.34,34.431,46.47,19.096,3.086,6.43,0.184,18.616
27047,5.19,34.042,41.879,24.078,6.756,6.614,0.203,24.614
27049,12.1,29.796,52.683,17.52,3.399,6.49,0.194,16.189
27051,3.25,41.48,36.323,22.197,4.791,7.378,0.176,20.3
27053,7.98,55.652,29.526,14.821,8.402,6.433,0.179,25.529
27055,12.5,30.397,51.565,18.038,3.168,6.498,0.189,16.105
27057,9.43,67.936,23.413,8.65,10.262,6.239,0.163,25.25
27059,6.38,58.989,30.669,10.342,7.828,6.052,0.171,19.387
27063,5.48,34.905,38.8,26.295,6.215,6.849,0.19,25.416
27065,4.2,45.743,42.888,11.369,15.509,5.722,0.221,35.41
27067,6.61,39.116,38.45,22.435,13.04,7.049,0.213,37.149
27069,1.73,50.658,28.335,21.007,10.043,7.317,0.176,29.601
27073,5.39,34.839,41.546,23.615,4.031,7.263,0.185,20.298
27079,7.1,42.25,35.888,21.862,6.215,6.587,0.188,24.357
27081,6.68,32.702,42.301,24.996,3.829,7.196,0.186,20.69
27083,6.42,35.54,39.17,25.29,4.411,7.254,0.184,22.151
27085,3.98,37.278,37.741,24.981,8.759,6.834,0.202,29.761
27087,6.3,48.966,33.78,17.254,10.351,6.918,0.191,29.163
27089,1.24,53.333,31.546,14.853,17.076,7.233,0.2,39.189
27091,4.3,34.073,41.428,24.499,6.847,6.888,0.199,24.764
27093,5.87,39.542,37.43,23.027,10.546,6.896,0.202,33.748
27095,4.51,48.969,41.193,9.838,14.319,5.747,0.209,32.622
27097,6.3,63.816,26.851,9.332,13.887,5.954,0.19,29.545
27099,2.6,32.186,45.668,22.146,4.329,6.394,0.192,21.62
27101,6.33,33.982,40.691,25.327,4.143,7.05,0.185,21.174
27103,6.49,40.185,36.684,23.11,7.147,6.894,0.188,25.837
27105,5.67,30.638,43.026,26.336,4.81,6.827,0.187,22.742
27107,3.17,42.902,36.262,20.835,8.223,7.423,0.186,26.976
27109,10.3,34.129,46.71,19.162,3.588,6.506,0.188,18.57
27111,6.69,53.324,30.681,15.995,6.85,6.896,0.172,21.736
27113,1.7,49.057,37.89,13.053,21.761,7.267,0.217,46.989
27115,3.87,50.653,39.144,10.203,21.781,5.611,0.237,41.528
27117,5.84,27.064,47.642,25.294,3.861,7.059,0.19,20.897
27119,3.65,47.122,36.038,16.687,11.719,7.287,0.192,31.722
27121,4.74,37.755,39.543,22.703,9.218,7.154,0.197,30.56
27125,2.62,48.689,36.383,14.927,16.239,7.376,0.204,37.588
27127,6.73,41.206,35.07,23.724,4.64,7.111,0.187,21.045
27129,4.53,31.768,42.306,25.926,7.29,7.078,0.202,29.422
27131,6.44,34.226,42.715,23.059,7.237,6.477,0.202,29.312
27133,5.93,18.338,53.914,27.749,4.079,6.864,0.197,22.65
27135,1.75,51.349,35.671,12.902,19.31,7.074,0.213,43.808
27139,9.2,49.503,33.036,17.461,5.767,6.506,0.182,21.498
27141,5.17,68.221,22.802,8.977,8.302,6.068,0.157,22.017
27143,5.05,37.692,37.398,24.878,8.514,6.893,0.201,28.714
27145,6.47,53.468,31.669,14.863,10.53,6.601,0.191,28.024
27147,5.92,38.015,38.762,23.222,5.321,6.52,0.193,23.842
27149,3.33,31.588,42.42,25.992,6.501,7.422,0.193,27.5
27151,4.83,32.891,41.997,25.113,5.85,7.355,0.186,23.544
27153,7.22,66.866,22.375,10.759,8.823,6.367,0.16,22.838
27155,2.58,26.405,45.621,27.974,4.99,7.302,0.192,24.934
27157,11.99,30.38,51.888,17.732,2.229,6.361,0.193,15.051
27159,4.06,70.071,22.162,7.767,12.77,6.21,0.171,30.889
27161,4.97,35.551,39.61,24.839,11.11,6.7,0.209,34.739
27163,7.26,49.646,38.228,12.126,5.123,6.147,0.175,17.159
27165,3.28,41.112,36.698,22.19,5.941,6.98,0.185,22.657
27167,2.89,33.535,42.283,24.182,6.777,7.423,0.187,25.405
27169,12.41,28.101,53.297,18.602,3.08,6.464,0.198,17.122
27171,6.31,52.721,31.72,15.559,10.256,6.499,0.187,29.451
27173,6.89,34.389,41.643,23.969,4.081,7.221,0.188,20.151
28003,8.84,30.53,46.826,22.644,1.375,5.343,0.177,28.277
28007,7.08,27.657,51.974,20.369,1.024,5.013,0.192,10.7
28009,9.65,22.234,59.379,18.387,0.979,5.235,0.196,13.79
28011,2.63,23.134,42.56,34.306,1.07,6.064,0.159,23.01
28013,7.62,18.821,58.872,22.307,0.982,5.115,0.198,11.8
28015,9.21,16.804,60.562,22.633,0.884,5.55,0.192,15.53
28017,5.5,25.631,45.922,28.446,1.088,5.509,0.163,21.743
28021,8.13,11.49,68.971,19.54,0.829,5.467,0.214,13.692
28025,5.39,27.823,43.317,28.861,1.307,5.618,0.164,22.855
28027,2.78,22.602,42.592,34.806,1.142,6.092,0.16,24.274
28033,6.33,16.901,59.118,23.98,0.892,5.506,0.197,15.543
28039,5.15,57.926,25.977,14.299,2.171,5.024,0.135,2.951
28043,11.11,20.503,57.252,22.246,0.922,5.158,0.194,14.25
28049,9.58,14.625,66.715,18.66,0.895,5.341,0.205,10.451
28051,7.74,20.308,56.848,22.843,0.979,5.424,0.188,14.435
28053,1.83,11.788,45.04,43.172,0.969,5.273,0.171,20.367
28055,2.09,27.225,39.135,33.332,1.165,6.553,0.169,24.825
28057,7.59,40.337,37.263,22.4,1.019,5.17,0.162,24.643
28071,10.44,25.965,53.632,20.402,0.811,5.26,0.182,10.832
28081,6.91,33.59,40.597,25.813,1.125,5.511,0.162,23.306
28083,1.79,29.988,43.977,25.734,1.34,5.379,0.17,19.754
28087,4.8,35.704,39.156,25.139,1.376,5.592,0.163,23.154
28089,7.29,15.624,66.314,18.062,0.88,5.361,0.205,9.548
28093,8.71,18.706,60.773,20.521,0.95,5.236,0.199,10.189
28095,7.15,38.86,35.22,25.92,1.193,5.443,0.161,25.125
28097,9.01,24.975,57.799,17.226,0.95,5.203,0.194,6.583
28103,5.67,31.382,39.724,28.894,1.248,5.5,0.162,23.09
28107,9.88,14.838,61.863,23.299,0.949,5.216,0.199,9.519
28115,6.56,20.79,54.552,24.658,1.063,5.31,0.186,24.325
28117,8.55,36.225,39.882,23.893,1.066,5.354,0.172,25.127
28119,2.01,20.414,48.652,30.935,1.049,5.716,0.173,20.41
28121,6.66,29.836,51.728,18.436,1.033,5.051,0.19,11.69
28123,6.51,35.804,42.079,22.117,1.124,5.097,0.176,19.826
28125,1.47,14.434,44.532,41.034,1.25,6.249,0.173,25.7
28127,6.52,41.689,41.836,16.474,1.079,5.143,0.172,8.977
28133,3.26,16.285,46.583,37.132,1.017,5.622,0.167,27.011
28135,5.68,15.103,61.531,23.366,0.97,5.348,0.199,16.292
28137,8.77,15.729,61.072,23.199,0.843,5.399,0.202,8.992
28139,9.72,26.905,52.294,20.801,0.872,5.081,0.184,10.195
28141,9.52,46.776,35.009,18.215,0.925,4.912,0.159,4.1
28143,2.38,29.453,36.821,33.727,1.346,6.29,0.143,22.722
28145,10.28,22.048,52.437,25.515,0.951,5.194,0.174,20.319
28147,6.81,44.866,39.572,15.562,1.106,5.037,0.159,6.738
28149,4.58,15.202,60.625,24.174,0.957,5.808,0.199,18.726
28151,1.94,23.81,41.285,34.905,1.116,6.145,0.167,23.739
28155,7.37,24.442,54.291,21.267,0.94,5.197,0.187,9.287
28161,7.18,21.364,61.028,17.608,0.849,5.323,0.191,10.923
28163,4.93,11.947,61.555,26.498,1.011,5.737,0.202,17.603
29001,8.26,24.37,49.361,26.27,2.302,6.343,0.186,21.08
29003,7.73,12.492,58.121,29.387,2.522,6.354,0.193,22.626
29005,8.73,14.687,58.252,27.061,2.334,6.833,0.192,21.179
29007,5.78,13.615,63.814,22.571,1.807,6.158,0.195,16.419
29009,14.86,19.41,61.611,18.979,2.196,5.813,0.145,12.557
29011,4.39,26.804,52.555,20.641,2.169,5.859,0.184,14.215
29013,4.63,14.775,57.903,27.322,2.285,6.295,0.183,18.886
29015,9.81,19.366,58.044,22.591,1.775,6.007,0.18,14.733
29017,9.16,18.626,62.858,18.515,2.458,5.748,0.189,12.306
29019,10.28,16.121,61.395,22.485,1.8,6.496,0.185,17.598
29021,8.86,12.285,59.427,28.288,2.473,6.569,0.191,22.727
29023,5.04,25.906,57.73,16.364,1.878,5.789,0.182,10.575
29025,7.18,14.134,55.643,30.223,2.53,6.07,0.188,23.437
29027,9.18,17.458,60.297,22.245,1.708,6.252,0.182,16.882
29031,7.62,16.753,61.155,22.091,1.96,6.134,0.196,15.63
29033,5.59,15.689,54.745,29.566,2.259,6.401,0.182,21.499
29037,5.58,12.307,60.172,27.521,2.428,6.235,0.196,21.797
29039,9.1,22.321,58.385,19.294,2.208,5.882,0.175,12.569
29041,5.99,16.223,56.787,26.99,2.127,6.506,0.194,20.882
29043,11.36,20.679,61.556,17.766,2.148,5.763,0.147,11.952
29045,6.42,26.693,52.419,20.888,2.207,6.273,0.194,17.489
29047,7.88,11.738,60.004,28.258,2.348,6.501,0.191,22.121
29049,7.64,13.275,57.841,28.884,2.586,6.221,0.193,23.109
29051,8.58,17.774,61.214,21.012,1.699,6.329,0.18,16.066
29053,6.24,14.515,63.784,21.701,1.904,6.415,0.2,16.551
29057,7.08,23.74,58.374,17.886,2.31,5.81,0.175,11.621
29059,11.4,20.13,59.015,20.856,1.907,5.991,0.162,13.71
29061,8.03,14.473,55.305,30.222,2.611,6.27,0.189,24.154
29063,7.63,15.554,54.56,29.886,2.493,6.208,0.184,23.171
29069,2.04,27.211,50.639,22.149,1.269,5.952,0.179,15.624
29071,12.46,21.242,59.087,19.67,2.009,6.043,0.171,14.149
29073,12.5,20.442,59.215,20.343,1.88,5.963,0.173,14.472
29075,6.61,15.052,56.167,28.781,2.608,6.257,0.193,23.947
29077,9.15,18.066,61.195,20.739,2.101,5.882,0.166,14.365
29079,6.31,19.885,51.66,28.455,2.459,6.375,0.188,23.097
29081,7.32,19.044,51.32,29.636,2.515,6.263,0.188,25.356
29083,7.75,23.012,52.654,24.334,1.807,5.953,0.184,16.308
29085,11.45,18.988,58.739,22.273,1.734,6.008,0.164,14.424
29087,8.38,14.854,59.496,25.649,2.239,6.856,0.195,19.722
29089,6.9,15.604,61.624,22.772,1.872,6.202,0.196,18.173
29095,7.01,10.492,63.73,25.778,2.207,6.483,0.194,20.41
29097,3.87,15.115,64.418,20.467,2.397,5.97,0.179,14.256
29099,14.92,15.879,63.055,21.066,2.227,6.27,0.179,14.572
29101,5.6,14.508,60.136,25.356,2.054,6.149,0.203,19.234
29103,5.79,15.493,59.296,25.21,2.251,6.247,0.201,20.022
29105,12.27,20.077,59.934,19.988,1.846,6.016,0.156,13.85
29107,6.72,12.386,63.159,24.456,2.282,6.457,0.201,19.804
29109,7.11,20.343,60.516,19.141,2.222,5.881,0.162,13.38
29111,5.56,17.151,60.816,22.033,2.144,6.269,0.202,17.931
29113,10.45,10.582,65.66,23.759,2.115,6.11,0.19,17.331
29115,7.35,18.744,51.785,29.47,2.198,6.173,0.187,22.444
29117,4.94,13.197,56.944,29.859,2.695,6.196,0.189,23.27
29121,8.7,18.873,54.564,26.562,2.199,6.18,0.189,20.748
29125,10.39,16.817,62.842,20.341,1.516,5.944,0.173,13.925
29127,7.18,16.875,59.792,23.333,2.151,6.202,0.194,18.265
29129,8.2,23.393,46.46,30.147,2.362,6.162,0.175,23.17
29131,10.98,15.342,63.632,21.026,1.851,6.034,0.168,15.41
29133,0.72,36.123,39.876,24.0,1.502,6.309,0.162,17.693
29135,6.96,14.505,62.94,22.554,1.742,6.244,0.188,16.556
29137,8.66,17.113,58.664,24.223,1.996,6.151,0.189,18.464
29139,6.89,17.042,59.772,23.187,2.014,6.338,0.182,17.672
29141,9.41,12.899,65.278,21.823,1.926,6.077,0.184,15.235
29143,1.2,37.85,38.618,23.532,1.421,6.218,0.161,17.432
29145,10.23,17.715,64.495,17.79,2.242,5.713,0.156,11.813
29147,7.1,17.933,52.244,29.822,2.788,6.255,0.195,24.099
29151,9.22,15.07,62.477,22.452,1.603,6.195,0.18,16.381
29155,0.57,33.862,41.69,24.448,1.41,6.433,0.173,18.031
29157,11.66,19.978,58.804,21.218,2.366,6.163,0.174,16.246
29159,6.44,15.376,59.943,24.681,2.231,6.181,0.202,17.779
29163,7.4,12.366,64.702,22.931,2.052,6.255,0.195,17.273
29165,7.34,10.55,63.706,25.744,2.056,6.556,0.194,19.866
29167,9.16,18.317,62.59,19.093,2.185,5.907,0.178,12.717
29171,8.94,19.66,51.57,28.769,2.22,6.264,0.186,23.067
29173,7.25,14.145,62.648,23.207,2.063,6.209,0.196,18.221
29175,7.76,14.011,60.629,25.36,1.965,5.959,0.195,19.635
29177,6.66,12.715,58.421,28.864,2.411,6.447,0.188,22.038
29181,10.8,29.304,54.731,15.965,2.59,5.67,0.158,10.379
29183,5.88,16.168,60.099,23.733,1.925,6.505,0.182,17.579
29185,7.94,26.824,51.651,21.526,2.15,5.952,0.17,15.157
29186,12.46,18.649,60.342,21.009,2.309,6.036,0.18,15.314
29187,12.56,22.28,59.047,18.672,2.775,5.853,0.174,12.516
29189,9.52,17.173,61.732,21.094,1.887,6.395,0.175,16.214
29195,6.85,15.935,60.287,23.778,2.206,6.461,0.198,18.236
29197,6.22,21.615,51.852,26.533,2.464,6.073,0.19,21.546
29199,6.27,16.281,58.297,25.421,2.305,6.235,0.204,21.067
29201,1.91,34.625,44.549,20.826,1.409,6.251,0.171,15.18
29205,7.22,18.458,57.597,23.945,2.17,6.246,0.196,18.908
29207,3.87,25.581,55.56,18.859,1.537,5.828,0.191,12.728
29211,7.66,23.62,47.903,28.478,2.309,6.245,0.185,21.805
29215,9.32,28.567,54.613,16.82,1.826,5.76,0.153,11.407
29217,5.19,26.797,49.696,23.507,2.128,5.94,0.179,16.398
29219,7.75,17.925,59.143,22.932,1.88,6.344,0.181,17.185
29223,10.93,23.094,59.235,17.67,2.809,5.73,0.173,12.12
29225,10.3,19.715,61.872,18.413,2.083,5.835,0.165,13.443
29227,7.26,19.076,53.207,27.717,2.726,6.063,0.193,22.892
30017,12.74,33.876,40.168,25.952,1.255,7.753,0.156,18.107
30021,11.15,35.719,39.613,24.668,1.447,7.679,0.157,16.428
30079,10.16,36.244,40.29,23.287,1.359,7.705,0.157,16.617
30083,8.02,34.314,40.811,24.875,1.621,7.652,0.161,17.2
30103,8.82,37.035,32.046,30.918,1.242,7.755,0.153,20.236
30111,8.01,34.818,35.591,29.547,1.505,7.696,0.151,19.753
31001,5.43,33.151,46.839,20.011,1.791,6.762,0.191,16.354
31003,5.71,54.47,30.75,14.658,2.027,6.749,0.157,13.0
31005,5.12,71.388,12.984,8.922,9.61,7.001,0.141,14.916
31007,9.19,58.306,27.602,13.854,1.491,7.404,0.157,12.593
31009,6.63,84.897,8.193,6.641,1.377,6.66,0.104,6.077
31011,7.5,40.391,41.695,17.914,1.977,6.816,0.172,15.218
31013,6.69,63.93,22.802,12.795,2.139,7.396,0.145,11.464
31015,7.04,42.257,35.529,22.214,1.898,7.014,0.146,17.863
31017,6.84,77.775,13.196,8.223,2.125,6.649,0.114,8.215
31019,5.23,42.221,40.895,16.885,1.749,6.987,0.18,14.343
31021,7.61,13.793,57.865,28.212,2.495,7.001,0.193,24.96
31023,7.6,26.518,50.291,23.191,2.037,6.866,0.19,19.23
31025,8.18,15.933,56.208,27.859,2.32,6.52,0.187,23.119
31027,8.55,28.58,47.566,23.854,1.961,7.147,0.178,19.398
31029,6.99,46.059,39.022,14.895,1.69,7.28,0.168,13.164
31031,7.61,76.858,13.324,8.544,4.024,6.956,0.121,10.724
31033,7.75,53.236,31.255,15.223,1.544,7.333,0.159,13.62
31035,6.06,18.617,56.718,24.666,2.476,6.362,0.21,20.388
31037,5.67,28.21,47.823,23.968,2.125,7.025,0.187,21.449
31039,5.06,28.553,48.636,22.811,2.453,6.973,0.185,18.923
31041,8.59,49.739,34.756,15.506,1.716,6.963,0.172,13.212
31043,9.67,16.22,56.016,27.764,2.317,7.301,0.194,24.898
31045,9.43,48.608,32.899,18.562,1.482,7.5,0.152,14.829
31047,6.5,30.96,48.397,20.642,1.877,7.157,0.195,16.839
31049,4.72,53.823,30.308,15.869,1.404,7.327,0.163,16.535
31051,7.06,28.028,47.802,24.17,2.47,7.011,0.181,20.852
31053,5.88,33.477,44.917,21.606,2.316,7.021,0.186,19.766
31055,5.75,23.409,53.064,23.527,2.027,6.996,0.196,20.854
31057,7.27,58.872,27.635,13.408,0.957,7.486,0.147,9.707
31059,4.6,12.339,59.613,28.048,2.524,6.332,0.207,22.518
31061,9.27,32.78,48.353,18.867,1.834,7.027,0.185,15.432
31063,9.65,24.418,55.221,20.309,1.748,7.085,0.202,16.456
31065,7.72,21.122,57.473,21.404,1.783,7.233,0.204,17.165
31067,9.73,20.055,51.235,28.71,2.522,6.595,0.187,23.485
31069,8.49,68.998,20.197,10.312,2.234,7.318,0.133,10.482
31071,7.06,63.202,24.279,12.216,1.938,6.938,0.148,10.57
31073,6.78,26.386,52.898,20.716,1.768,6.999,0.203,16.999
31077,7.67,47.486,36.984,15.529,1.651,6.876,0.168,13.049
31079,2.99,45.421,37.776,16.803,1.943,6.815,0.175,14.133
31081,4.76,32.574,47.184,20.242,1.876,6.747,0.192,16.562
31083,6.38,22.825,56.32,20.855,2.152,7.08,0.203,17.11
31085,10.9,41.299,43.865,14.784,1.64,7.385,0.178,12.611
31087,5.41,40.859,43.946,15.194,1.472,7.477,0.18,12.618
31089,6.17,64.423,21.763,13.546,1.97,6.743,0.131,12.146
31093,4.83,47.771,36.324,15.904,1.712,6.959,0.168,13.75
31095,8.94,22.578,49.421,28.0,2.193,6.457,0.184,22.253
31097,7.71,20.803,47.619,31.578,2.495,6.602,0.173,25.732
31099,4.8,40.258,42.172,17.57,1.886,7.117,0.182,14.811
31101,8.52,58.064,27.907,13.61,1.94,7.291,0.148,13.273
31103,8.15,65.625,20.823,13.392,1.759,6.915,0.132,12.029
31105,5.5,50.104,32.524,17.308,1.537,7.231,0.164,16.426
31107,7.96,37.889,39.915,22.196,1.956,7.029,0.163,17.78
31109,7.89,18.47,51.288,30.243,2.466,6.53,0.175,25.017
31111,6.89,47.66,36.339,15.691,2.29,7.156,0.17,13.854
31113,7.96,55.35,30.636,13.785,1.809,6.888,0.162,12.241
31115,7.27,66.026,22.113,10.572,2.223,6.827,0.14,9.961
31117,6.09,77.989,11.633,7.586,4.752,6.906,0.118,9.756
31119,4.41,41.241,39.693,19.066,2.3,6.808,0.176,16.611
31121,3.01,51.886,33.24,14.874,1.875,6.958,0.168,13.042
31123,9.49,66.339,22.373,11.054,1.617,7.437,0.146,10.303
31125,6.32,44.238,39.024,16.738,1.8,6.922,0.173,14.395
31127,7.73,15.893,54.184,29.923,2.32,6.824,0.183,24.818
31129,7.53,23.316,53.999,22.684,2.247,6.752,0.198,18.481
31131,8.76,16.714,52.997,30.288,2.514,6.594,0.184,25.662
31133,8.17,19.56,48.76,31.68,2.411,6.539,0.18,25.622
31135,5.47,49.401,35.469,15.13,1.67,7.138,0.161,13.376
31137,6.04,33.748,47.367,18.885,1.783,7.073,0.192,15.874
31139,4.36,42.875,38.921,18.204,2.225,6.716,0.177,15.598
31141,4.8,40.273,41.026,18.701,2.12,6.899,0.174,15.965
31143,4.66,43.984,39.6,16.416,1.764,6.895,0.175,13.729
31145,6.84,28.956,52.533,18.381,1.616,7.353,0.191,15.162
31147,7.6,12.928,56.31,30.762,2.172,6.624,0.186,24.766
31149,6.67,81.315,10.899,7.542,1.591,6.657,0.108,7.244
31151,6.22,16.233,54.615,29.152,2.276,6.358,0.197,23.524
31153,6.94,20.099,55.138,24.763,2.0,6.973,0.197,20.208
31155,6.77,26.739,48.727,24.534,2.167,6.942,0.183,20.408
31157,8.71,60.241,26.793,13.012,1.276,7.63,0.15,11.422
31159,8.25,17.659,53.742,28.599,2.285,6.577,0.193,22.936
31161,7.63,62.448,24.2,12.942,2.307,7.234,0.138,11.639
31163,6.19,44.299,38.749,16.952,2.035,6.955,0.173,14.488
31165,8.75,55.413,26.857,17.922,1.353,7.501,0.141,14.694
31167,5.14,40.017,40.918,19.065,2.134,6.901,0.176,16.568
31169,8.44,22.43,52.334,25.236,2.116,6.552,0.196,19.924
31173,8.87,19.496,54.692,25.812,2.343,7.042,0.195,23.845
31175,7.94,45.658,37.823,16.519,2.96,6.896,0.18,15.661
31177,7.33,17.399,55.795,26.806,2.049,6.928,0.193,23.222
31179,5.6,28.51,49.547,21.943,2.275,6.797,0.189,18.409
31181,7.56,24.703,53.323,21.974,2.227,7.034,0.193,17.81
31183,5.9,62.05,25.347,11.974,2.307,6.948,0.146,10.861
31185,5.87,15.232,59.74,25.028,2.708,6.473,0.213,20.747
34001,1.64,67.242,18.643,8.535,7.494,5.492,0.121,12.996
34005,3.41,68.58,19.061,11.218,3.25,4.942,0.129,10.495
34011,2.21,57.08,25.323,8.349,8.414,5.214,0.142,15.79
34015,4.19,63.725,23.711,10.409,3.76,5.314,0.137,6.96
34019,7.88,34.076,47.877,18.047,2.59,5.28,0.176,14.451
34021,6.16,40.982,42.277,16.012,2.732,5.192,0.155,13.491
34023,3.67,49.976,34.377,14.728,5.475,5.052,0.151,16.03
34025,4.7,65.735,21.011,10.811,4.345,5.274,0.128,8.226
34027,10.44,47.141,38.133,14.726,8.136,5.398,0.16,29.123
34029,1.86,64.72,16.172,8.352,6.992,5.595,0.131,12.803
34033,2.66,49.968,34.597,12.079,4.673,5.162,0.16,10.879
34035,8.08,34.067,48.054,17.879,3.24,5.306,0.169,16.212
34037,14.48,44.111,42.523,13.366,10.83,5.226,0.163,18.327
34041,14.1,44.161,41.066,14.772,10.085,5.327,0.162,19.929
35023,3.13,42.022,32.155,25.823,0.619,8.047,0.127,16.479
35041,4.12,63.738,17.892,18.37,1.062,7.78,0.121,12.208
35059,6.45,41.68,32.585,25.735,1.261,7.682,0.14,17.399
36001,8.94,39.452,46.901,13.647,5.742,5.637,0.154,16.748
36003,15.01,26.191,55.138,18.629,5.199,5.537,0.183,12.896
36007,12.61,31.409,54.039,14.552,4.847,5.641,0.165,12.603
36009,13.65,26.61,53.606,18.704,4.806,5.463,0.161,15.337
36011,10.29,35.948,46.39,17.662,5.924,6.134,0.162,16.368
36013,10.18,31.087,51.743,17.171,6.115,5.676,0.174,18.826
36015,11.2,29.662,53.981,16.01,5.228,5.798,0.166,15.284
36017,9.9,32.141,53.485,14.375,5.46,5.596,0.162,13.785
36019,14.01,63.914,24.338,8.974,12.616,5.465,0.166,23.018
36021,9.98,35.391,50.416,14.193,5.851,5.685,0.166,15.463
36023,11.9,27.352,56.323,16.325,7.085,5.834,0.186,16.038
36025,16.34,35.262,51.238,13.499,5.59,5.304,0.159,15.516
36027,13.57,40.581,45.949,13.47,5.405,5.684,0.159,16.047
36029,7.2,31.892,49.515,18.593,4.574,5.98,0.159,14.082
36031,18.76,52.778,30.33,8.923,17.045,5.513,0.192,36.731
