fips,slope,sand_pct,silt_pct,clay_pct,organic_matter_pct,pH_soil,awc_soil,cec_soil
36033,12.98,59.456,24.703,7.051,20.607,5.051,0.21,43.35
36035,13.96,54.992,32.942,9.172,16.587,5.291,0.195,29.634
36037,8.44,31.897,48.07,20.033,7.086,6.298,0.172,20.074
36039,14.72,35.967,48.226,15.807,5.769,5.434,0.154,16.044
36043,14.13,47.519,34.498,11.15,15.072,5.406,0.199,29.283
36045,7.07,42.788,39.574,17.147,8.008,5.965,0.161,19.439
36049,11.57,51.595,30.839,10.785,11.943,5.479,0.185,27.3
36051,9.95,31.129,49.816,19.055,4.819,6.083,0.177,13.683
36053,11.24,33.758,49.361,16.88,6.101,6.231,0.167,16.141
36055,7.61,42.787,39.548,17.665,5.601,6.25,0.156,16.03
36057,9.32,32.473,49.16,18.367,5.474,6.085,0.159,15.959
36065,10.26,40.121,41.033,12.079,11.496,5.591,0.179,23.538
36067,10.43,36.083,46.713,17.203,5.651,6.191,0.164,15.452
36069,11.05,34.541,46.513,18.946,5.603,6.252,0.178,16.46
36071,11.2,42.192,44.353,13.454,12.184,5.483,0.174,39.085
36073,3.79,39.105,42.461,18.433,8.538,6.317,0.171,21.827
36075,8.79,56.26,28.998,11.167,10.755,5.521,0.17,28.446
36077,12.24,31.88,52.297,15.823,6.224,5.785,0.165,15.313
36083,11.14,40.935,44.302,14.763,6.992,5.431,0.166,23.973
36089,11.3,54.475,30.033,11.841,12.763,5.613,0.182,25.609
36091,11.8,52.815,36.069,10.299,8.684,5.466,0.163,19.765
36093,9.9,34.743,47.752,17.505,5.389,5.953,0.154,16.035
36095,11.42,28.054,52.77,19.176,5.319,5.975,0.165,15.748
36097,11.79,27.193,53.129,19.678,6.173,5.883,0.169,18.907
36099,8.17,32.365,47.687,19.947,6.273,6.258,0.168,18.641
36101,12.31,31.718,51.351,16.93,6.791,5.737,0.17,18.134
36103,6.22,65.614,25.477,6.66,8.383,5.186,0.151,3.366
36105,13.09,47.681,40.192,12.127,9.507,5.058,0.159,32.664
36107,11.9,34.061,51.209,14.73,5.367,5.76,0.163,13.129
36109,10.15,30.397,50.934,18.67,5.191,6.1,0.169,14.636
36111,12.45,38.068,46.367,15.565,6.659,5.585,0.159,22.149
36115,10.02,41.657,41.61,16.733,6.213,5.862,0.156,18.67
36117,6.68,44.615,38.723,16.662,8.051,6.182,0.16,19.022
36121,9.8,30.414,51.76,17.825,4.582,5.842,0.162,12.417
36123,11.85,31.901,48.492,19.607,6.311,6.095,0.179,18.912
37001,9.53,43.452,31.52,25.028,0.908,5.343,0.158,12.749
37003,16.65,55.147,22.068,22.785,1.445,5.333,0.125,6.912
37007,8.64,46.842,29.523,23.635,0.835,5.202,0.132,7.478
37013,1.7,58.721,24.74,14.926,10.987,4.825,0.165,23.401
37015,2.85,57.607,25.718,16.253,2.486,4.861,0.142,9.763
37017,1.94,65.831,21.233,12.416,6.361,4.884,0.141,16.316
37019,1.77,70.235,19.965,9.8,4.599,6.333,0.113,9.367
37021,30.37,48.984,31.253,19.763,5.488,5.165,0.148,18.954
37023,27.12,55.319,25.497,19.185,2.89,5.174,0.128,8.816
37025,9.11,36.489,34.785,28.726,0.918,5.607,0.148,9.611
37027,24.81,53.837,25.668,19.681,3.727,5.193,0.136,7.689
37029,1.1,50.409,35.082,14.509,14.097,5.044,0.174,31.351
37031,2.79,78.644,13.62,7.629,9.607,5.348,0.125,17.628
37033,11.63,48.869,27.735,23.396,0.926,5.528,0.151,11.316
37035,12.2,49.123,24.125,26.753,0.848,5.554,0.132,6.194
37037,9.71,41.525,35.38,23.095,0.821,5.116,0.146,7.81
37039,26.27,50.719,31.416,17.865,5.438,4.932,0.14,17.22
37041,1.42,62.823,24.041,13.136,4.974,4.966,0.139,8.582
37045,17.65,47.816,25.484,26.701,0.948,5.351,0.122,6.419
37047,1.83,65.841,21.765,12.393,4.099,4.972,0.128,10.365
37049,1.73,66.2,21.651,12.149,8.033,4.968,0.148,18.495
37051,3.42,69.127,19.326,11.547,2.418,5.036,0.115,6.402
37053,2.97,77.082,13.365,8.711,9.828,5.283,0.126,20.078
37055,4.34,86.726,7.914,4.48,14.456,5.277,0.133,18.674
37057,10.97,44.811,29.458,25.731,0.933,5.595,0.141,8.639
37059,10.97,46.925,27.856,25.219,0.916,5.742,0.137,9.004
37061,3.03,75.98,15.06,8.96,4.51,5.059,0.118,9.892
37063,9.26,43.415,31.607,24.978,0.951,5.386,0.145,10.336
37065,2.1,64.915,22.133,12.953,1.903,5.02,0.125,6.953
37067,11.58,50.984,23.573,25.443,0.896,5.481,0.135,6.992
37069,8.57,50.465,27.379,22.156,0.868,5.548,0.136,6.393
37073,2.46,59.969,25.851,13.786,6.788,4.801,0.14,18.494
37077,8.94,48.469,28.885,22.646,1.036,5.47,0.143,8.365
37079,2.1,71.75,18.674,9.576,1.838,4.948,0.114,6.74
37081,9.33,47.413,24.864,27.723,0.831,5.627,0.14,9.446
37083,3.43,53.885,27.149,18.966,1.075,5.179,0.135,6.538
37085,5.45,65.571,21.101,13.328,1.182,5.136,0.111,5.829
37089,27.16,51.253,31.274,17.473,4.901,5.263,0.145,12.504
37091,2.4,61.826,22.726,15.052,2.387,4.861,0.128,9.464
37093,3.25,73.57,15.87,10.56,1.665,5.051,0.099,5.852
37095,1.63,62.87,26.613,9.487,16.814,5.361,0.187,26.303
37097,13.86,51.313,22.307,26.381,1.005,5.612,0.135,7.148
37101,4.1,61.491,22.314,16.196,1.266,5.149,0.12,6.46
37103,1.65,64.907,22.361,12.366,4.714,4.911,0.139,11.012
37105,9.84,53.194,27.547,19.259,0.888,5.193,0.121,7.227
37107,1.99,69.246,19.825,10.686,3.546,4.909,0.125,11.348
37109,12.13,49.856,25.012,25.132,0.841,5.635,0.136,7.059
37117,2.67,64.29,21.221,14.488,4.087,4.794,0.135,12.759
37119,12.01,47.224,25.854,26.923,0.8,5.65,0.139,10.119
37123,11.11,36.438,39.794,23.768,1.357,5.179,0.144,9.644
37125,9.89,55.593,28.472,15.935,0.945,5.13,0.114,7.074
37127,4.1,59.08,23.929,16.991,1.257,5.157,0.131,6.547
37129,1.79,72.953,18.365,8.682,4.189,6.054,0.105,9.81
37131,4.27,58.123,22.188,19.689,1.113,5.007,0.126,6.374
37133,2.52,74.063,15.695,10.241,5.744,5.36,0.111,12.809
37135,10.0,44.927,31.665,23.408,0.902,5.443,0.14,8.529
37137,1.39,63.579,22.99,13.288,11.47,5.136,0.163,25.762
37139,1.01,46.966,36.899,16.135,9.884,5.236,0.176,24.244
37141,3.12,68.616,21.406,9.979,4.411,5.24,0.117,10.311
37143,1.42,62.823,24.041,13.136,4.974,4.966,0.139,8.582
37145,8.93,49.711,26.866,23.423,0.886,5.52,0.142,8.425
37147,2.72,60.122,24.985,14.892,2.195,4.862,0.129,7.833
37151,11.49,38.47,36.216,25.315,0.853,5.525,0.144,8.518
37153,10.53,53.46,25.47,21.069,1.069,5.202,0.118,7.578
37155,1.76,66.725,21.35,11.643,3.282,4.99,0.131,10.171
37157,12.08,48.957,25.889,25.154,0.912,5.513,0.139,8.344
37159,9.68,43.907,30.635,25.458,0.94,5.492,0.138,8.594
37161,23.78,55.479,22.271,22.25,1.987,5.399,0.119,7.92
37163,1.7,69.077,20.735,10.188,3.169,4.945,0.122,9.87
37165,3.44,72.802,16.664,10.535,2.477,5.042,0.099,7.587
37167,11.42,28.748,44.234,27.018,0.922,5.343,0.14,9.186
37169,16.34,54.975,22.805,22.219,1.18,5.276,0.138,7.011
37171,23.35,54.607,22.863,22.516,1.718,5.302,0.13,7.452
37175,30.71,54.177,28.929,16.885,6.06,5.101,0.143,14.992
37177,1.08,46.576,34.025,15.825,15.831,4.605,0.209,20.148
37179,10.22,33.88,38.039,28.081,0.809,5.157,0.136,9.084
37183,7.44,52.278,28.597,19.125,0.906,5.226,0.155,6.793
37185,9.49,52.617,24.141,23.242,0.82,5.679,0.132,6.126
37187,1.11,52.071,29.797,15.488,18.307,4.727,0.208,26.116
37191,2.65,67.205,21.079,11.506,2.677,4.981,0.131,9.497
37193,22.15,57.181,22.882,19.936,2.25,5.298,0.121,8.98
37195,3.17,60.702,22.88,16.418,1.213,4.997,0.125,6.177
37197,14.04,45.472,26.042,28.486,0.937,5.444,0.143,7.418
38001,7.12,40.835,35.326,23.838,2.579,7.176,0.171,20.923
38003,5.46,34.521,39.835,25.644,3.72,7.383,0.179,20.525
38005,5.25,44.811,35.302,19.888,3.555,7.336,0.174,16.431
38007,13.24,39.999,37.383,22.619,2.388,7.317,0.172,18.808
38009,4.51,43.368,34.687,21.945,5.04,7.233,0.18,19.406
38011,8.65,41.075,35.752,23.146,2.029,7.296,0.166,18.993
38015,7.37,40.943,37.807,21.25,3.033,7.243,0.175,18.216
38017,3.78,37.661,40.145,22.194,3.867,7.362,0.179,18.747
38019,4.88,38.735,37.196,23.999,3.809,7.236,0.184,19.985
38021,4.4,44.201,34.405,21.394,3.515,7.304,0.174,17.781
38023,6.33,40.022,36.106,23.877,3.27,7.4,0.172,20.407
38025,12.06,36.564,39.053,24.383,2.739,7.28,0.175,21.059
38027,4.84,48.164,33.273,18.563,3.623,7.34,0.173,15.731
38029,6.42,40.729,37.385,21.886,2.918,7.134,0.18,18.733
38031,5.16,47.56,33.697,18.743,3.435,7.327,0.171,15.612
38033,15.1,33.092,44.263,22.645,2.384,7.431,0.178,18.477
38035,5.31,37.392,39.274,23.335,3.605,7.374,0.18,19.883
38037,9.28,44.214,33.574,22.212,2.17,7.231,0.163,19.263
38039,5.64,44.4,35.8,19.8,3.477,7.318,0.176,16.361
38041,6.52,38.199,37.381,24.42,2.64,7.142,0.174,21.532
38043,5.43,43.674,33.906,22.42,3.89,7.29,0.175,19.097
38045,4.25,38.74,37.601,23.659,4.182,7.32,0.18,19.497
38047,7.01,44.2,33.867,21.933,3.118,7.211,0.172,18.702
38049,4.58,50.008,30.315,19.677,3.791,7.286,0.164,16.731
38051,6.07,40.92,35.797,23.283,2.97,7.162,0.177,19.407
38053,13.61,37.829,38.642,23.529,2.55,7.389,0.173,19.745
38055,7.13,40.446,36.826,22.728,3.361,7.233,0.177,19.265
38057,7.83,41.754,35.913,22.333,2.819,7.156,0.172,19.857
38059,8.75,40.625,36.538,22.837,2.648,7.196,0.173,20.232
38061,8.41,38.476,37.397,24.127,3.174,7.244,0.178,20.056
38063,5.38,45.198,34.318,20.484,3.563,7.315,0.174,16.985
38065,7.34,38.57,39.118,22.313,2.782,7.169,0.176,19.721
38067,4.78,37.177,39.097,23.436,4.705,7.268,0.178,21.627
38069,4.71,49.178,33.595,17.227,3.376,7.312,0.169,14.468
38071,3.75,37.951,37.922,24.127,3.981,7.373,0.177,19.503
38073,4.14,43.948,35.803,20.138,4.071,7.353,0.179,18.158
38075,4.63,42.911,34.739,22.35,4.026,7.273,0.184,19.049
38077,3.36,38.133,39.074,22.713,4.261,7.349,0.174,20.236
38079,4.73,44.736,34.989,20.275,4.584,7.273,0.179,17.648
38081,3.64,39.359,38.548,22.093,3.793,7.323,0.176,18.726
38083,6.3,45.343,33.949,20.708,3.331,7.314,0.174,17.043
38085,8.87,41.018,35.349,23.633,2.498,7.179,0.168,20.549
38087,9.29,36.348,39.864,23.788,2.209,7.325,0.172,19.535
38089,8.55,35.525,39.218,25.257,2.615,7.246,0.173,21.792
38091,4.6,41.894,38.454,19.653,3.69,7.339,0.182,16.997
38093,5.18,43.628,34.419,21.953,4.497,7.325,0.176,19.353
38095,4.08,40.838,36.883,22.279,3.546,7.356,0.181,18.348
38097,2.86,33.044,43.257,23.699,3.977,7.376,0.179,20.28
38099,4.81,34.394,40.643,24.964,3.846,7.381,0.179,21.032
38101,5.1,41.353,35.356,23.291,3.564,7.309,0.176,19.567
38103,5.25,40.167,37.287,22.546,3.592,7.352,0.177,18.289
38105,8.11,42.028,35.252,22.72,2.766,7.314,0.171,19.378
39001,16.72,19.073,55.148,25.779,1.712,5.777,0.183,19.541
39003,3.71,31.95,42.632,24.945,3.328,6.494,0.191,19.319
39005,10.05,29.609,50.904,19.047,3.099,5.659,0.178,17.411
39007,5.74,31.719,49.314,17.999,5.812,5.397,0.178,28.933
39009,22.87,21.986,53.582,24.433,1.829,5.428,0.162,15.511
39011,2.47,23.899,46.685,29.014,4.499,6.576,0.198,24.05
39013,19.98,22.701,53.952,23.347,1.884,5.879,0.145,21.227
39015,12.02,18.099,54.812,27.089,1.574,6.15,0.186,21.778
39017,7.37,23.921,52.506,23.572,1.812,6.433,0.194,17.82
39019,14.13,28.555,50.721,20.724,2.18,5.609,0.138,15.167
39021,8.95,25.531,49.851,23.795,4.096,6.466,0.198,21.429
39023,6.75,22.605,50.081,25.931,6.435,6.529,0.2,27.174
39025,11.29,20.489,54.564,24.947,1.561,6.215,0.188,17.605
39027,8.41,22.451,54.5,23.049,1.93,6.314,0.202,15.752
39029,14.85,25.202,53.568,20.979,3.123,5.717,0.159,17.697
39031,16.95,30.708,49.69,19.602,1.851,5.536,0.158,12.274
39033,4.24,23.933,51.426,24.098,4.844,6.154,0.194,22.799
39037,5.59,22.88,48.753,27.397,4.768,6.453,0.197,25.149
39039,4.56,34.98,35.766,29.255,2.75,6.379,0.162,19.233
39041,8.82,23.072,50.592,25.996,3.217,6.221,0.194,21.475
39043,5.96,37.815,40.754,21.431,3.176,6.199,0.173,17.757
39045,11.32,24.503,52.738,22.529,3.355,6.02,0.192,18.357
39047,8.34,25.558,48.392,25.875,2.292,6.482,0.186,17.32
39049,6.94,22.954,51.659,25.073,3.202,6.305,0.197,19.4
39051,3.59,52.707,27.331,19.962,3.602,6.461,0.155,17.315
39053,17.63,27.624,49.456,22.872,2.191,5.292,0.147,14.455
39055,9.51,27.878,50.787,20.72,5.088,5.527,0.188,19.854
39057,8.33,24.434,51.03,24.249,2.88,6.456,0.185,18.542
39059,18.33,20.475,54.785,24.739,1.927,5.713,0.161,17.18
39061,11.33,21.0,52.401,26.598,1.415,6.232,0.184,20.039
39063,2.77,35.252,40.204,24.544,3.005,6.452,0.187,19.043
39065,2.83,22.114,49.407,27.395,5.232,6.5,0.205,25.124
39067,20.43,23.543,53.051,23.406,2.079,5.701,0.14,18.117
39069,4.21,48.2,29.192,22.335,3.073,6.385,0.149,16.497
39071,12.42,20.922,54.112,24.967,1.81,6.035,0.177,16.843
39073,19.66,22.88,55.046,22.073,1.559,5.445,0.174,13.807
39075,15.93,29.499,51.368,18.894,2.648,5.503,0.159,14.715
39077,5.88,30.777,45.977,22.559,5.012,6.12,0.186,22.887
39079,17.83,27.907,49.461,22.597,2.026,5.158,0.151,12.311
39081,18.42,25.059,51.599,23.341,1.951,5.669,0.14,17.455
39083,11.87,31.658,49.622,18.46,2.395,5.673,0.175,15.115
39087,19.65,25.238,52.472,22.237,2.742,5.547,0.142,17.277
39089,12.24,25.92,52.724,21.132,2.481,5.779,0.179,16.252
39091,7.13,22.073,49.933,26.998,6.526,6.479,0.198,27.533
39093,5.63,31.71,46.873,21.417,2.831,5.835,0.169,15.139
39095,2.9,50.861,28.048,20.182,3.699,6.564,0.159,17.144
39097,5.14,22.89,51.718,24.314,6.142,6.536,0.204,24.112
39099,10.88,26.244,51.45,21.85,3.845,5.514,0.178,20.133
39101,3.02,23.894,47.97,27.766,4.472,6.483,0.194,22.946
39103,7.91,26.342,52.536,20.425,4.164,5.922,0.183,19.466
39105,18.27,29.814,48.518,21.667,1.729,5.499,0.163,14.53
39107,3.44,24.178,45.861,29.535,4.824,6.496,0.195,24.72
39109,7.78,25.294,48.189,25.965,3.38,6.622,0.176,21.459
39111,22.25,18.57,56.655,24.776,1.828,5.404,0.183,16.736
39113,8.8,27.337,47.973,24.444,2.702,6.416,0.182,18.107
39115,20.88,20.658,54.527,24.815,1.556,5.736,0.159,19.61
39117,6.4,25.703,52.153,22.144,3.024,6.056,0.194,17.833
39119,16.66,24.124,53.556,22.32,2.056,5.846,0.15,16.48
39121,23.52,18.263,54.037,27.7,1.669,5.8,0.157,21.451
39123,1.85,35.319,37.849,26.832,2.733,6.668,0.16,17.735
39125,3.75,28.481,38.383,33.136,2.151,6.439,0.161,20.853
39127,17.3,20.161,57.321,22.267,2.751,5.513,0.173,18.601
39129,8.67,28.976,47.19,23.363,3.099,6.47,0.187,18.759
39131,13.57,22.936,53.123,23.941,1.782,5.667,0.184,13.638
39133,8.9,29.477,49.932,19.551,4.923,5.542,0.176,21.476
39135,9.45,24.82,50.21,24.97,1.89,6.444,0.189,16.751
39137,2.9,32.151,39.082,28.538,2.898,6.347,0.165,19.585
39139,9.3,27.915,52.504,19.39,3.122,5.792,0.182,16.364
39141,10.55,24.301,52.134,23.217,3.028,6.019,0.187,17.056
39143,1.78,40.101,37.141,22.758,4.703,6.544,0.169,21.311
39145,17.51,20.749,56.628,22.604,1.955,5.448,0.174,12.734
39147,3.14,34.535,41.797,23.335,4.228,6.418,0.183,20.736
39149,6.96,24.712,48.581,26.706,2.976,6.48,0.192,19.605
39151,12.42,28.18,51.623,19.735,3.393,5.524,0.17,17.891
39153,10.94,30.28,50.411,18.64,3.875,5.578,0.183,18.004
39155,6.51,28.328,50.215,21.182,3.316,5.611,0.184,16.565
39157,15.43,28.664,51.355,19.858,2.05,5.539,0.159,14.646
39159,3.95,21.597,50.38,27.771,3.158,6.467,0.195,20.149
39161,2.53,27.601,43.398,29.002,2.343,6.531,0.18,18.972
39163,18.92,26.214,52.057,21.73,1.776,5.177,0.161,12.857
39165,9.53,24.344,52.084,23.432,1.998,6.255,0.19,18.873
39167,18.95,23.707,52.199,24.094,1.977,5.717,0.158,17.016
39169,9.22,27.477,52.644,18.994,4.451,5.883,0.189,19.983
39171,4.44,40.052,34.321,24.883,3.867,6.415,0.167,20.14
39173,1.84,47.621,30.473,21.602,2.594,6.616,0.159,16.343
39175,4.05,28.338,46.399,25.008,3.564,6.335,0.19,20.167
40003,4.57,52.987,31.915,15.098,1.24,6.965,0.138,10.919
40007,5.37,50.173,31.984,17.844,1.192,7.626,0.134,13.75
40011,4.64,47.857,33.082,19.061,1.413,6.93,0.148,12.951
40013,3.88,40.951,32.759,26.29,1.378,6.501,0.15,18.755
40015,6.59,47.327,34.643,18.029,1.386,6.825,0.143,12.225
40017,5.67,42.103,38.856,19.041,1.414,6.769,0.159,13.248
40023,4.47,40.59,31.598,27.812,1.337,6.426,0.151,17.935
40025,4.99,50.709,26.142,23.15,0.973,7.784,0.139,14.879
40027,3.87,40.613,39.653,19.734,1.534,6.641,0.147,13.408
40031,6.15,39.018,36.421,24.561,1.533,6.785,0.147,17.259
40033,3.45,39.318,35.509,25.173,1.604,7.119,0.153,16.021
40035,4.31,22.161,52.969,24.87,2.104,6.081,0.177,16.379
40039,4.5,44.319,40.386,15.295,1.266,7.142,0.153,10.786
40041,5.44,26.497,53.946,19.557,2.103,5.671,0.164,12.766
40043,5.34,55.037,29.958,15.005,1.006,7.212,0.133,10.783
40045,5.86,59.432,26.116,14.452,1.084,7.488,0.132,10.514
40047,4.29,30.534,46.817,22.649,1.612,6.911,0.172,15.628
40049,4.36,41.605,35.018,23.378,1.462,6.674,0.153,15.5
40051,4.57,45.91,36.674,17.416,1.5,6.473,0.161,12.079
40053,3.83,35.951,43.779,20.27,1.327,6.948,0.158,14.44
40057,4.57,48.885,29.87,21.246,1.05,7.432,0.136,13.474
40059,5.3,48.646,32.859,18.495,1.238,7.575,0.149,12.833
40061,6.99,35.905,43.304,20.791,1.079,5.914,0.157,12.597
40063,6.14,49.916,31.602,18.482,1.483,6.042,0.154,11.789
40071,4.06,31.559,44.137,24.304,1.511,6.958,0.164,16.446
40073,4.02,44.961,34.829,20.21,1.277,6.955,0.145,14.006
40079,12.0,38.519,38.137,23.344,1.099,6.094,0.146,13.376
40081,4.09,42.669,34.181,23.15,1.415,6.65,0.161,15.053
40087,3.72,34.499,43.204,22.298,1.555,6.774,0.169,16.483
40089,6.54,40.797,34.541,24.662,1.24,5.923,0.152,15.231
40091,5.31,44.859,34.588,20.553,1.384,6.092,0.154,12.075
40093,4.86,45.594,34.87,19.537,1.237,7.256,0.143,13.711
40095,4.44,49.193,25.052,25.755,1.122,6.886,0.136,18.793
40097,7.59,24.662,51.877,23.461,2.202,5.822,0.163,17.022
40101,4.97,38.524,41.325,20.151,1.561,6.206,0.157,12.342
40103,4.38,33.155,43.783,23.062,1.573,6.79,0.164,15.667
40105,5.24,19.38,53.124,27.496,2.022,6.295,0.163,16.714
40107,4.41,50.756,31.291,17.952,1.264,6.246,0.157,11.163
40109,3.89,40.982,37.471,21.547,1.428,6.671,0.151,13.786
40111,5.66,37.755,40.888,21.357,1.724,6.007,0.165,12.958
40115,3.31,22.24,55.079,22.681,1.94,5.78,0.179,15.995
40119,4.79,44.87,34.998,20.133,1.445,6.657,0.155,13.439
40125,3.6,49.377,30.709,19.913,1.258,6.611,0.152,12.901
40131,5.73,25.622,48.061,26.317,1.71,6.063,0.153,17.23
40135,6.02,32.943,45.022,22.035,1.514,6.124,0.159,13.528
40139,5.6,49.888,29.191,20.921,1.197,7.648,0.139,13.955
40141,3.61,39.648,35.512,24.84,1.285,7.519,0.142,15.832
40145,5.87,30.988,45.459,23.553,1.74,6.276,0.155,15.067
40147,7.37,30.361,45.425,24.214,1.998,6.166,0.171,16.476
41021,19.37,32.536,50.801,16.663,2.086,7.104,0.174,13.556
42001,11.38,29.332,51.939,18.729,1.912,5.652,0.156,13.567
42003,15.1,21.559,55.292,23.146,2.1,5.445,0.172,15.831
42005,15.23,27.242,53.028,19.607,2.903,5.416,0.16,12.023
42007,13.63,25.241,54.416,20.343,2.219,5.53,0.175,13.751
42009,15.3,32.98,45.851,21.122,2.262,5.317,0.141,14.64
42011,12.72,32.765,47.99,19.038,2.746,5.653,0.144,12.081
42013,14.06,31.747,47.003,20.794,2.696,5.314,0.138,14.047
42017,9.32,32.426,50.021,17.489,2.042,5.784,0.146,12.466
42019,12.98,29.856,50.144,20.001,2.578,5.371,0.16,15.269
42021,14.62,30.837,48.289,20.154,5.219,5.044,0.134,10.717
42025,12.6,37.455,45.277,17.129,3.643,5.014,0.135,16.559
42027,12.81,33.431,45.488,20.667,4.022,5.197,0.143,18.034
42029,10.9,32.245,48.298,19.35,2.066,5.743,0.149,13.717
42031,14.21,30.928,49.72,18.751,4.115,5.182,0.145,10.019
42033,11.77,32.161,47.676,19.172,5.895,4.946,0.129,11.011
42035,12.14,30.92,48.164,19.782,3.353,5.155,0.132,13.715
42037,15.21,32.577,49.83,17.593,3.571,5.343,0.148,16.0
42039,7.53,28.471,52.916,17.186,5.076,5.299,0.173,21.686
42041,12.53,32.83,47.427,19.743,3.031,5.447,0.151,15.152
42043,13.71,36.464,45.053,18.165,2.248,5.418,0.137,13.206
42049,9.37,32.158,51.011,15.421,5.109,5.49,0.165,19.516
42051,16.04,29.374,50.249,19.785,5.904,5.266,0.141,11.457
42055,13.66,33.89,45.71,20.4,2.686,5.541,0.149,16.495
42057,16.08,31.669,47.419,20.911,2.88,5.44,0.143,16.299
42061,15.6,33.261,45.589,20.938,3.104,5.227,0.138,15.925
42063,16.7,30.2,50.104,19.529,4.807,5.199,0.147,11.94
42065,14.43,28.643,50.241,19.757,5.781,5.035,0.141,9.982
42069,11.13,38.978,46.385,14.583,5.458,5.36,0.159,12.342
42071,10.7,30.508,50.069,19.243,2.108,5.718,0.165,10.923
42073,12.95,27.549,52.968,19.483,2.224,5.557,0.168,14.539
42075,11.76,31.607,48.615,19.647,2.645,5.46,0.142,14.035
42077,12.04,31.974,48.258,19.59,2.796,5.684,0.146,12.398
42079,11.61,34.806,48.77,16.244,4.767,5.229,0.148,12.716
42081,12.8,35.967,46.155,17.715,3.854,5.168,0.14,13.711
42083,13.2,29.085,50.288,19.913,5.597,4.993,0.139,22.08
42085,9.92,32.733,48.426,17.208,4.18,5.599,0.156,19.914
42089,12.3,38.484,45.046,15.912,5.688,5.117,0.15,25.006
42091,10.86,31.758,49.495,18.635,1.919,5.805,0.147,12.574
42093,12.79,30.327,50.021,19.589,2.495,5.27,0.142,13.703
42095,11.7,34.772,45.625,19.27,3.794,5.543,0.134,16.287
42097,13.0,32.447,48.458,19.045,2.373,5.249,0.141,13.627
42099,13.87,32.918,47.525,19.556,3.187,5.386,0.143,14.827
42103,13.46,53.881,34.4,11.291,6.076,5.076,0.147,18.19
42105,15.82,34.65,48.547,16.564,6.803,5.182,0.153,11.732
42107,12.41,40.033,42.322,17.55,3.945,5.12,0.129,12.791
42109,14.65,31.895,48.37,19.417,2.228,5.161,0.138,13.09
42111,11.54,30.909,49.737,19.354,4.706,5.147,0.141,11.028
42115,13.19,36.024,49.615,14.163,5.2,5.472,0.161,10.824
42117,12.18,38.638,45.531,15.831,4.749,5.414,0.151,13.396
42119,13.53,31.778,48.402,19.533,2.203,5.187,0.138,14.011
42121,10.82,30.828,49.776,19.396,3.316,5.252,0.15,12.539
42127,11.47,43.685,41.572,14.28,7.306,5.198,0.16,20.425
42129,16.56,25.794,52.667,21.366,5.203,5.451,0.152,16.871
42131,11.51,38.212,47.061,14.727,5.752,5.376,0.16,12.809
42133,11.48,29.522,51.544,18.934,1.962,5.708,0.155,12.916
45005,3.14,78.602,9.926,11.277,2.213,5.058,0.1,4.267
45007,9.42,47.474,20.511,32.015,0.584,5.525,0.131,5.957
45009,3.21,77.382,10.429,12.012,1.897,5.057,0.093,11.976
45013,1.58,70.245,15.37,13.899,3.114,5.339,0.106,9.455
45015,1.58,60.183,21.096,18.213,3.55,5.246,0.117,10.059
45017,4.69,73.583,14.514,11.903,1.125,5.109,0.098,4.242
45025,6.49,56.481,25.756,17.763,0.824,5.209,0.115,5.464
45027,2.16,70.395,15.043,14.181,2.49,4.783,0.115,3.617
45029,1.38,74.21,13.558,11.784,4.053,5.238,0.101,12.638
45031,4.24,73.483,13.106,12.95,2.573,5.114,0.102,9.456
45033,2.19,68.102,16.677,14.89,2.606,5.037,0.111,4.847
45035,1.43,75.098,14.304,10.599,3.021,5.109,0.113,20.142
45037,8.58,55.279,22.306,22.415,0.779,5.433,0.121,8.123
45041,2.98,77.624,13.024,9.352,1.542,5.162,0.109,4.735
45043,1.47,71.276,15.82,12.449,3.922,5.304,0.101,10.646
45049,1.96,77.87,12.292,9.683,2.652,5.099,0.096,5.153
45051,1.75,73.328,14.518,11.853,2.998,5.187,0.1,8.482
45053,1.36,71.91,14.405,13.431,2.431,5.321,0.103,8.518
45057,9.11,48.852,26.304,24.844,1.295,5.24,0.13,10.716
45061,3.69,75.657,11.752,12.583,1.01,5.173,0.094,3.729
45063,5.77,65.085,20.632,14.217,1.02,5.461,0.114,4.055
45067,1.89,70.286,15.717,13.656,2.875,5.116,0.109,4.29
45069,4.64,70.437,14.657,14.722,1.519,5.145,0.105,5.735
45071,9.32,46.149,22.629,31.222,0.461,5.458,0.126,11.473
45075,3.19,77.785,11.325,10.89,1.214,5.132,0.091,2.819
45079,4.47,60.269,24.468,14.983,2.374,5.427,0.12,4.511
45081,7.0,43.504,32.483,24.013,0.895,5.345,0.138,9.833
45083,11.79,47.931,18.98,33.089,0.437,5.576,0.124,7.553
45085,3.58,70.238,14.734,15.027,1.872,5.267,0.102,5.163
45089,1.59,72.155,14.923,12.922,1.817,5.039,0.105,5.263
45091,8.04,44.53,22.686,31.0,0.478,5.658,0.127,10.407
46003,4.08,31.323,41.347,27.33,2.714,7.08,0.182,21.511
46005,3.28,41.909,35.552,22.539,2.747,7.051,0.17,18.443
46007,7.53,64.121,22.575,12.159,3.923,7.113,0.141,13.598
46009,7.02,27.436,48.214,24.35,3.045,7.163,0.187,20.002
46011,4.52,30.136,44.807,25.057,3.675,7.128,0.185,21.461
46013,3.35,37.476,39.045,23.479,3.442,7.229,0.179,19.139
